text,tags,locale,convoCreatedAt
"""'Have I been Pwned' es la ayuda que tiene Firefox para avisarte del robo de tus contraseñas 
#CadenaTech @firefox @haveibeenpwned @troyhunt 
https://t.co/ABvJW2gUUu""",ES,es,2018-09-25 17:25:08
"""'Have I been Pwned' es la ayuda que tiene Firefox  para avisarte del robo de tus contraseñas 
#CadenaTech @firefox @haveibeenpwned @troyhunt 
https://t.co/O55GLHmZqg""",ES,es,2018-09-25 17:25:03
"""@SorcererLance @firefox I am fairly certain chrome has always use more memory than firefox.""","EN,RAM",en,2018-09-25 17:24:49
"""So i made a redesign of the @firefox @mozilla browser logo, I hope yall like it https://t.co/CbrlxuTV4J""","EN,Fan Luv",en,2018-09-25 17:21:59
"""@alamgirqazi @firefox Yes, though it's not quite as polished as Chrome's. Visit the address about:profiles in Firefox to create and launch additional profiles. If you're looking for something more light-weight, check out Firefox multi-account containers. https://t.co/74La0E1UJY""",EN,en,2018-09-25 17:20:36
"""@firefox big thanks for #firefoxfocus, it's my defacto browser when I'm casually browsing, just add capabilities of tabbed browsing please.""",EN,en,2018-09-25 17:14:43
"""@r0bbot @firefox https://t.co/FIDvFR2TxH""",,en,2018-09-25 17:14:41
"""@firefox I just discovered a podcast. It's long, so the only way to listen to the first episodes is by using their RSS feed. Please don't kill it :(""",EN,en,2018-09-25 17:13:19
"""@jvehent @firefox I wish the firefox sync server was available for Windows as a native server program/service. I prefer self-hosted servers to relying on someone else's servers. Not into the cloud at all.""","Sync,EN,Help Me,AoA,Z_RETIRED",en,2018-09-25 17:12:39
"""hey @firefox i think i have a problem. your site seems to think im not using firefox. https://t.co/tn8mqJoZcC""",EN,en,2018-09-25 17:12:13
"""@jvehent @firefox unless we torture them by sending it to them""",EN,en,2018-09-25 17:09:48
"""@firefox Foxy - and with bite!""",EN,en,2018-09-25 17:08:31
"""@cfenollosa @firefox_es Se nota mucho la diferencia al pasarse a StartPage?""",ES,es,2018-09-25 17:05:22
"""@cfenollosa @firefox_es Me autorrespondo, me ha bastado con buscar Adam Levine o 5 euros a libras para darme cuenta, parece que es bastante duro el cambio""",ES,es,2018-09-25 17:05:22
"""@nukeador @cfenollosa @firefox_es @DuckDuckGo Le echaré un ojo, gracias!""",ES,es,2018-09-25 17:05:22
"""😂😂😂https://t.co/K6sRAi4Gia""",,en,2018-09-25 17:05:17
"""@TilburgU_sport hoi, ik heb mijn lidmaatschap zojuist verlengd. Dit wilde op mijn Mac met Firefox echter absoluut niet lukken, in de betaalgateway loopt ‘t spaak. In Chrome lukte het wel. Misschien kunnen jullie er eens naar kijken. Groetjes!""",NL,nl,2018-09-25 17:03:52
"""Go Firefox or go home""",EN,en,2018-09-25 17:03:03
"""Is there like multiple profile feature in @firefox like in Chrome?""","EN,Fan Luv",en,2018-09-25 16:59:02
"""@asadotzler @firefox Thank you! It's one of the reasons why I haven't fully switched to Firefox""","EN,Fan Luv",en,2018-09-25 16:59:02
"""@gibosity @firefox What PDF extensions are you using in Chrome? #fxhelp""","EN,AoA",en,2018-09-25 16:56:01
"""@3baal @firefox Yeah it’s cracking. Enjoy!""",EN,en,2018-09-25 16:55:34
"""If true, bad. Very bad. Even caching browser history is very bad. Need to confirm. @googlechrome Switching back to @firefox for all non-gmail activities. #privacy  https://t.co/V1QPN3maCT""",EN,en,2018-09-25 16:55:06
"""@cgowlvUSA @firefox https://t.co/DtP28nfSsV #fxhelp""",AoA,en,2018-09-25 16:53:14
""". ⁦@firefox⁩ has users to thank for its new security feature https://t.co/0X1o8vMcHy""",EN,en,2018-09-25 16:51:25
"""@jgordonwright @adrianholovaty Hi! What does not work in Firefox? #fxhelp""","EN,AoA",en,2018-09-25 16:44:35
"""@liberty_ohio @firefox Is this true?""",EN,en,2018-09-25 16:43:22
"""@mozill @firefox integration with @troyhunt's  @haveibeenpwned goes against the trend. Managing to protect user #security without sacrificing #Privacy. #infosec done right. https://t.co/pbqJbrJ8pZ""",EN,en,2018-09-25 16:43:03
"""@jvehent @TheDaveCA @ian @firefox I think there should be no trust in security concepts.""",EN,en,2018-09-25 16:42:55
"""@TheDaveCA @jvehent @ian @firefox We (as most individuals) can trust to free security researchers but don't trust to application owners and builders. At least this is my opinion.""",EN,en,2018-09-25 16:42:55
"""@Lidotajs @firefox Here you go https://t.co/M0DazO7Zjo #fxhelp""","EN,AoA",en,2018-09-25 16:42:20
"""@PickleCatShow @firefox Try @palemoonbrowser and you should find both these things! :)""",EN,en,2018-09-25 16:42:09
"""@roquepeacemaker @firefox You should consider trying @palemoonbrowser － like @firefox except much more customization and sanity overall!""","EN,Fan Luv",en,2018-09-25 16:41:28
"""@stiller_leser @Cloudflare @mozilla @firefox @fastly We’re happy to see the unencrypted SNI issue being addressed, and we’re already looking at the IETF draft. This applies more to content networks than #DNS platforms (though it is useful for encrypted DNS transport) and we hope this is the right solution for everyone.""",EN,en,2018-09-25 16:40:32
"""@NotANumber123 @firefox Please report any performance issues you are seeing https://t.co/iYbOp43MlG #fxhelp""","EN,AoA",en,2018-09-25 16:40:19
"""@firefox Is it able to keep Google out of our business?""",EN,en,2018-09-25 16:37:39
"""I have never been more proud to work on a project. Your right to be safe from hackers starts here!""",EN,en,2018-09-25 16:37:00
"""@gchampeau @brave @firefox @vivaldibrowser And give money to the associated organisations, if we don't pay them then they have to find alternative sources of revenue; which is exactly the issue with google.""","EN,No Action Taken",en,2018-09-25 16:36:48
"""TÓMALAAAA! Hahahahahahahaha""",,gl,2018-09-25 16:35:45
"""@firefox Before I try, can you confirm  all Christian developers and programmers have been run off?""","EN,DE",en,2018-09-25 16:35:28
"""@winsthatcher @firefox Google brandon eich""","EN,DE",sv,2018-09-25 16:35:28
"""@firefox highlighting/selecting the url text in the browser is not showing visually using night mode on the new Mojave iOS""","EN,Firefox iOS",en,2018-09-25 16:32:35
"""@ChrisFerdinandi @MarcoDahms https://t.co/3jCpzUz2U0 #fxhelp""",AoA,en,2018-09-25 16:32:34
"""@jvehent @firefox https://t.co/D1hHuoelvB""",,mr,2018-09-25 16:31:11
"""Have you been pwned? @Firefox tool will tell you: https://t.co/epWgtxwotB https://t.co/UQQFOEvRRz""",EN,en,2018-09-25 16:31:02
"""@firefox I've switched back to firefox (nightly) after a long chrome hiatus.  Things are pretty solid, and a few pleasant surprises like the content blocker.  one thing that I still have to do with chrome is html5 gaming, as there's some stuttering with firefox.   Is this being worked on?""","EN,Nightly,Fan Luv",en,2018-09-25 16:28:37
"""after the @googlechrome update, it seems like am working on @firefox ..not much of a difference 🙄..
who copied who ? 😂""","EN,No Action Taken",en,2018-09-25 16:27:57
"""Tssssss....""",,mg,2018-09-25 16:27:54
"""@firefox_DE Na ja. Lief mal besser.""",DE,de,2018-09-25 16:21:10
"""@wong_jim Or just use @firefox and install containers?""","EN,Help Me",en,2018-09-25 16:17:56
"""@wong_jim @firefox I don't know how it is revelant. Just don't use them? https://t.co/kzw9Owg7Th""","EN,Help Me",en,2018-09-25 16:17:56
"""TIL: @firefox has a built-in #screenshot feature 💗So useful!""",EN,en,2018-09-25 16:17:29
"""@firefox I broke it when testing my @ProtonMail account (using the short domain https://t.co/Gqqas27H0d) Tried 2 different aliases. yahoo gmail and outlook worked""",EN,en,2018-09-25 16:17:11
"""@ctavan @matthew_d_green Hence why those who know use @firefox 🤓""",EN,en,2018-09-25 16:16:39
"""@hackerinfozone @firefox @troyhunt @haveibeenpwned Ok, I missed that part. Thanks for clarifying.""",EN,en,2018-09-25 16:15:25
"""#BuenMartes EEUU O... simplemente usa Firefox. https://t.co/VbKCYmfpgO …""",ES,gl,2018-09-25 16:14:45
"""Por cosas así @firefox_es seguirá siempre vivo en nuestros corazones""",ES,es,2018-09-25 16:14:33
"""@firefox Is there an option to recieve sensitive breach results via PGP?""",EN,en,2018-09-25 16:12:40
"""Switch to @firefox and be sure that you have full control over data you share and delete.
Plus it’s fast and it’s only getting better!""",EN,en,2018-09-25 16:11:55
"""Isto.""",EN,pt,2018-09-25 16:06:30
"""Ouch didn't realize my accounts had been compromise so much between 2012 and 2015""",EN,en,2018-09-25 16:04:12
"""@QwantCom @ProtonMail @firefox @brave @luizhppegas""",No Action Taken,en,2018-09-25 16:01:51
"""@ctavan @matthew_d_green So this is what they meant when they removed ""don't be evil"". 

Get off Chrome, get @Firefox.""",EN,en,2018-09-25 15:49:45
"""Firefox Monitor: Neuer Dienst alarmiert euch bei Datendiebstahl. Ermöglicht wird das Ganze durch eine Kooperation zwischen @firefox und Have I Been Pwned von @troyhunt – einem der ältesten und bekanntesten Dienste dieser Art. https://t.co/GI0Wdtb6rk https://t.co/4GyYzhZWwT""",DE,de,2018-09-25 15:46:13
"""Chrome'dan üstün olmasına karşın Mozilla Firefox gizlilik ve güvenliğe dayalı hizmetlerini geliştirmeye devam ediyor. https://t.co/fjhDo3J5NZ""",TR,tr,2018-09-25 15:40:00
"""@kenneth_chau @firefox firefox still has themes?""",EN,en,2018-09-25 15:39:59
"""Just realized that @firefox is dark theme ready for Mojave. No need to install a new theme from the store.""",EN,en,2018-09-25 15:39:37
"""Love you @firefox 🙂""","EN,Fan Luv",en,2018-09-25 15:36:00
"""RT @firefox @bonny_ken @troyhunt @haveibeenpwned We partnered with him on this, yes! We talked a little more about that when we first announced we were working on Monitor, and will def continue to sing his praises! https://t.co/UYxARx6VC7 https://t.co/4qPDtatzqg""",EN,en,2018-09-25 15:33:05
"""@SwitchingSocial @firefox or #Brave @brave""",No Action Taken,en,2018-09-25 15:31:45
"""Luckily @firefox is pretty good too. 

Just needs the ability to filter console messages using regular expressions, because there are console messages that distract me while working and I've no control over them due to being from external sources.""",EN,en,2018-09-25 15:30:47
"""Yeni Firefox Monitor, hesaplarınızdan biri saldırıya uğradığında sizi uyaracak https://t.co/ogfZL3ntDS""",TR,tr,2018-09-25 15:30:19
"""@olgarithmic @zotero @firefox I knew I’d convert you!""",EN,en,2018-09-25 15:29:13
"""#YO @firefox This is #EPiC 🔥""",EN,en,2018-09-25 15:28:04
"""@gchampeau @brave @firefox @vivaldibrowser bah la personne qui veut faire le ménage n'a pas envie d'être forcément déconnecté de son compte (qui est le compte chrome maintenant). Sinon un logout derrière fait le boulot?""","FR,No Action Taken",fr,2018-09-25 15:27:29
"""FF doing this while @googlechrome can't render text properly""",EN,en,2018-09-25 15:26:46
"""👏 well done!""",EN,en,2018-09-25 15:24:40
"""@firefox Still partnering with George Soros on his censorship campaign? Hope that's working out for you.""","EN,Controversial",en,2018-09-25 15:24:39
"""@cfenollosa @firefox_es En serio? Cambiar de Google para Apple? Por qué no para Microsoft, ya puestos? 😀😀""",ES,es,2018-09-25 15:24:21
""".. Het Parool .. lees die krant .. https://t.co/meuGHBTWZj via @parool .. https://t.co/L6MlD34Fwp ....""",NL,nl,2018-09-25 15:23:56
"""Great! @Firefox monitor is launched (uses @troyhunt's HIBP). Important to be alerted early when your account is in a data breach. 
Wasn't yet launched when I wrote this blog, but in there some other tips and tools to limit the impact of a breach https://t.co/jVzSn89JWX
#Security""",EN,en,2018-09-25 15:23:34
""".. 020 .. verder lezen ? .. https://t.co/t72gRXqaeI via @parool .. het gaat weer over geistig behinderte psychoten https://t.co/YyU6dqiLF3 en niet over lackaffen https://t.co/kEyDx33u0F ....""",NL,nl,2018-09-25 15:22:02
"""Why the effort when there are perfectly good alternatives?
e.g. @firefox or @brave""","EN,No Action Taken",en,2018-09-25 15:21:14
"""Weby českých bank, spořitelen, družstev apod., které za 2 týdny přestanou fungovat v Chrome a o něco později i ve Firefoxu. HTTPS certifikáty od Symantecu přestanou být důvěryhodné kvůli prohřeškům certifikační autority (viz https://t.co/mv0NEnoYi2) a je třeba je vyměnit:""",CZ,cs,2018-09-25 15:19:40
"""@QwantCom @firefox @brave Thank you for sharing!""","EN,No Action Taken",en,2018-09-25 15:19:32
"""Quindi praticamente metti l'indirizzo email dei tuoi amici/colleghi e sai a quali servizi sono iscritti. Uhm... tutto a posto? @firefox #firefoxmonitor #password https://t.co/0uf3Df7rWE""","IT,Help Me",it,2018-09-25 15:16:06
"""How to gracefully break text in Firefox?: https://t.co/MEYW6cDhLl Absolutely no way. Mo-zilla @Firefox wil-l alwa-ys m-ake y-our tex-t lo-ok horrib-le. 🤪""","EN,WebDev",en,2018-09-25 15:16:06
"""Did @googlechrome just @firefox(ify) their UI with the latest update? Oh yeah... and then there's the whole chipping away at your #privacy thing as well. Time to consider @brave?

https://t.co/v5aPMIy7Sz

#gdpr #dataprivacy""","EN,No Action Taken,ChromeDefection",en,2018-09-25 15:14:36
"""@firefox Howdy! Wondering why Firefox Rocket is only available to a select country. Is Focus the equivalent for the rest of the world? Keep up the great work.""","EN,Firefox Focus",en,2018-09-25 15:13:44
"""Did @googlechrome just @firefox(ify) their UI with the latest update? Oh yeah... and then there's the whole chipping away at your #privacy thing as well. Time to consider @brave?

#gdpr #dataprivacy""","EN,No Action Taken,ChromeDefection",en,2018-09-25 15:13:38
"""After years switched from @googlechrome back to @firefox... chrome's recent changes suck big time :(""",EN,en,2018-09-25 15:13:37
"""Switch to @firefox people, it is time""",EN,en,2018-09-25 15:09:50
"""See this Instagram photo by @abdullahi_akeeb https://t.co/gF82T3HwPr
A non profit with one mission: defend the free and open web makers of @firefox
subscribe to our Webby winning podcast IRL online life is Real life. mzl.Ia/IRL""","EN,No Action Taken",en,2018-09-25 15:07:31
"""@firefox Did you sponsor or at least give credit to @troyhunt his awesome @haveibeenpwned service? I know he doesn't want it, but he sure deserves it.""",EN,en,2018-09-25 15:06:01
"""@bonny_ken @troyhunt @haveibeenpwned We partnered with him on this, yes! We talked a little more about that when we first announced we were working on Monitor, and will def continue to sing his praises! https://t.co/zGThMCIA4e""",EN,en,2018-09-25 15:06:01
"""Another awesome initiative by 
@mozilla  (and @haveibeenpwned).
👏👏👏👏👏👏""",EN,en,2018-09-25 15:04:50
"""Ditched Chrome. Moved to Firefox. Using Nightly.  https://t.co/JHWEFUx1OW. Has privacy  features but still need uBlock Origin. Using the beta version:  https://t.co/iwewweYIRR https://t.co/N33F99E2LY""","EN,Nightly,Pending",en,2018-09-25 15:03:17
